Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Office,District,Primary Outcome,Runoff Outcome,clean_name,Party,name,office,party,state,district,candidate_status,incumbent_challenge,first_file_date,receipts,disbursements,cash_on_hand_end_period,debts_owed_by_committee,Congress Type
James Taylor,Male,Black,,,No,Yes,Oklahoma,Representative,4,Lost,,James Taylor,REP,"TAYLOR, JAMES",H,REP,OK,4.0,C,C,2016-01-24,17545.89,14017.45,3664.22,0.0,House
Frank W. Blacke,Male,Unknown,,,No,Yes,Oklahoma,Representative,4,Lost,,Frank Blacke,REP,"BLACKE, FRANK W.",H,REP,OK,4.0,N,C,,0.0,0.0,0.0,0.0,House
Stephanie Bice,Female,White,Middle Eastern (Iranian),,Yes,No,Oklahoma,Representative,5,Won,,Stephanie Bice,REP,"BICE, STEPHANIE",H,REP,OK,5.0,C,I,2019-04-24,2491328.51,2081305.19,621614.43,0.0,House
Subrina Banks,Female,White,,,No,Yes,Oklahoma,Representative,5,Lost,,Subrina Banks,REP,"BANKS, SUBRINA",H,REP,OK,5.0,C,C,2022-04-14,32408.0,32408.0,0.0,0.0,House
Becky Edwards,Female,White,,,No,Yes,Utah,Senator,,Lost,,Becky Edwards,REP,"EDWARDS, BECKY",S,REP,UT,0.0,C,C,2021-06-17,1594317.06,1594301.66,15.4,527500.0,Senate
Ally Isom,Female,White,,,No,Yes,Utah,Senator,,Lost,,Ally Isom,REP,"ISOM, ALLY",S,REP,UT,0.0,C,C,2021-07-01,771199.37,771199.37,0.0,0.0,Senate
Mike Lee,Male,White,,,Yes,No,Utah,Senator,,Won,,Mike Lee,REP,"LEE, MIKE",S,REP,UT,0.0,C,I,2010-01-25,10885232.67,10478792.75,955824.1,0.0,Senate
Blake D. Moore,Male,White,,,Yes,No,Utah,Representative,1,Won,,Blake Moore,REP,"MOORE, BLAKE",H,REP,UT,1.0,C,I,2020-02-13,1792630.07,1354947.94,466044.11,130951.27,House
Tina Cannon,Female,White,,,No,Yes,Utah,Representative,1,Lost,,Tina Cannon,REP,"CANNON, TINA",H,REP,UT,1.0,C,C,2019-08-07,170795.92,169845.93,949.99,131789.92,House
Andrew Badger,Male,White,,,No,Yes,Utah,Representative,1,Lost,,Andrew Badger,REP,"BADGER, ANDREW",H,REP,UT,1.0,C,C,2021-11-30,142260.37,142260.37,0.0,0.0,House
Erin Rider,Female,White,,,No,Yes,Utah,Representative,2,Lost,,Erin Rider,REP,"RIDER, ERIN CHRISTINE",H,REP,UT,2.0,C,C,2021-10-21,296677.77,296677.77,0.0,1764.8,House
Chris Stewart,Male,White,,,Yes,No,Utah,Representative,2,Won,,Chris Stewart,REP,"STEWART, CHRIS",H,REP,UT,2.0,C,I,2011-12-05,1096841.01,1076604.68,184930.52,0.0,House
Christopher Niles Herrod,Male,White,,,No,Yes,Utah,Representative,3,Lost,,Christopher Herrod,REP,"HERROD, CHRISTOPHER NILES",H,REP,UT,3.0,C,C,2017-06-27,105226.92,105226.92,0.0,8354.32,House
John Curtis,Male,White,,,Yes,No,Utah,Representative,3,Won,,John Curtis,REP,"CURTIS, JOHN",H,REP,UT,3.0,C,I,2017-06-06,2158235.3,2122701.24,386839.23,0.0,House
Burgess Owens,Male,Black,,,Yes,No,Utah,Representative,4,Won,,Burgess Owens,REP,"OWENS, BURGESS",H,REP,UT,4.0,C,I,2019-11-04,3685802.41,3561181.39,204950.21,0.0,House
Jake Hunsaker,Male,White,,,No,Yes,Utah,Representative,4,Lost,,Jake Hunsaker,REP,"HUNSAKER, JAKE",H,REP,UT,4.0,C,C,2021-09-16,186212.08,186189.22,22.86,80000.0,House
Lorie R. Friend,Female,White,,,No,No,Maryland,Senator,,Lost,,Lorie Friend,REP,"FRIEND, LORIE R",S,REP,MD,0.0,C,C,2022-05-04,10338.6,9540.19,1548.41,2369.33,Senate
James Tarantin,Male,Middle Eastern (Israeli),,,No,No,Maryland,Senator,,Lost,,James Tarantin,REP,"TARANTIN, JAMES",S,REP,MD,0.0,C,C,2021-08-20,184871.86,184870.86,1.0,26280.92,Senate
John Thormann,Male,White,,,No,No,Maryland,Senator,,Lost,,John Thormann,REP,"THORMANN, JOHN H. IV",S,REP,MD,0.0,C,C,2022-02-27,7910.0,2570.9,1622.74,0.0,Senate
Nicolee Ambrose,Female,White,,,No,No,Maryland,Representative,2,Won,,Nicolee Ambrose,REP,"AMBROSE, NICOLEE",H,REP,MD,2.0,C,C,2022-04-15,500312.76,500122.32,690.44,0.0,House
Lance Griffin,Male,White,,,No,No,Maryland,Representative,2,Lost,,Lance Griffin,REP,"GRIFFIN, LANCE ALAN",H,REP,MD,3.0,C,C,2022-01-25,17220.21,17220.21,0.0,15220.21,House
"Ellen ""EJ"" McNulty",Female,White,,,No,No,Maryland,Representative,2,Lost,,Ellen Mcnulty,REP,"MCNULTY, ELLEN EJ",H,REP,MD,2.0,C,C,2022-04-14,15350.0,15244.45,105.55,29618.96,House
"Thomas E. ""Pinkston"" Harris",Male,Black,,,No,No,Maryland,Representative,3,Lost,,Thomas Harris,REP,"HARRIS, THOMAS E. ""PINKSTON""",H,REP,MD,3.0,N,C,,0.0,0.0,0.0,0.0,House
Joe Kelley,Male,White,,,No,No,Maryland,Representative,3,Lost,,Joe Kelley,REP,"KELLEY, JOE",H,REP,MD,2.0,N,C,2021-03-15,0.0,0.0,0.0,0.0,House
Yuripzy Morgan,Female,Latino (Salvadoran / Mexican),,,No,No,Maryland,Representative,3,Won,,Yuripzy Morgan,REP,"MORGAN, YURIPZY",H,REP,MD,3.0,C,C,2022-02-18,503051.87,500292.9,2758.97,2254.35,House
Antonio Patrizio Pitocco,Male,White,,,No,No,Maryland,Representative,3,Lost,,Antonio Pitocco,REP,"PITOCCO, ANTONIO",H,REP,MD,3.0,C,C,2021-03-02,38717.57,38716.75,-61.6,2000.0,House
Amal Torres,Female,Black (Somali),,,No,No,Maryland,Representative,3,Lost,,Amal Torres,REP,"TORRES, AMAL",H,REP,MD,3.0,C,C,2022-02-16,38388.46,36575.5,1812.96,0.0,House
Eric Loeb,Male,White,,,No,No,Maryland,Representative,4,Lost,,Eric Loeb,REP,"LOEB, ERIC",H,REP,MD,4.0,C,O,2022-04-05,8311.48,3211.68,5199.8,0.0,House
Jeff Warner,Male,White,,,No,No,Maryland,Representative,4,Won,,Jeff Warner,REP,"WARNER, JEFF",H,REP,MD,4.0,C,O,2021-06-10,57740.7,57027.05,713.65,0.0,House
Vanessa Marie Hoffman,Female,White,,,No,No,Maryland,Representative,5,Lost,,Vanessa Hoffman,REP,"HOFFMAN, VANESSA",H,REP,MD,5.0,N,C,2019-12-27,0.0,0.0,0.0,0.0,House
Michael S. Lemon,Male,White,,,No,No,Maryland,Representative,5,Lost,,Michael Lemon,REP,"LEMON, MICHAEL S",H,REP,MD,5.0,N,C,,0.0,0.0,0.0,0.0,House
Patrick Lucky Stevens,Male,Unknown,,,No,No,Maryland,Representative,5,Lost,,Patrick Stevens,REP,"STEVENS, PATRICK LUCKY",H,REP,MD,5.0,N,C,,0.0,0.0,0.0,0.0,House
Tannis Villanova,Female,Black,,,No,No,Maryland,Representative,5,Lost,,Tannis Villanova,REP,"VILLANOVA, TANNIS",H,REP,MD,5.0,N,C,2022-01-24,0.0,0.0,0.0,0.0,House
Colt M. Black,Male,White,,,No,No,Maryland,Representative,6,Lost,,Colt Black,REP,"BLACK, COLT MORNINGSTAR",H,REP,MD,6.0,C,C,2022-01-25,5097.0,1068.19,-794.52,0.0,House
Matthew Foldi,Male,White,,,No,No,Maryland,Representative,6,Lost,,Matthew Foldi,REP,"FOLDI, MATTHEW",H,REP,MD,6.0,C,C,2022-04-18,258283.69,253291.82,4991.87,47800.0,House
Jonathan Jenkins,Male,White,,,No,No,Maryland,Representative,6,Lost,,Jonathan Jenkins,REP,"JENKINS, JONATHAN JENKINS",H,REP,MD,6.0,C,C,2021-03-12,40885.08,25830.48,15054.6,30327.44,House
Neil C. Parrott,Male,White,,,No,No,Maryland,Representative,6,Won,,Neil Parrott,REP,"PARROTT, NEIL CONRAD",H,REP,MD,6.0,C,C,2018-11-10,1128095.84,1217610.01,30370.19,43352.45,House
Robert Poissonnier,Male,White,,,No,No,Maryland,Representative,6,Lost,,Robert Poissonnier,REP,"POISSONNIER, ROBERT",H,REP,MD,6.0,N,C,2021-03-13,0.0,0.0,0.0,0.0,House
Mariela Roca,Female,Latino (Puerto Rican),,,No,No,Maryland,Representative,6,Lost,,Mariela Roca,REP,"ROCA, MARIELA",H,REP,MD,6.0,C,C,2021-07-11,93703.95,93677.89,26.06,5218.71,House
Ray Bly,Male,White,,,No,No,Maryland,Representative,7,Lost,,Ray Bly,REP,"BLY, RAY",H,REP,MD,7.0,N,C,,0.0,0.0,0.0,0.0,House
Scott M. Collier,Male,White,,,No,No,Maryland,Representative,7,Won,,Scott Collier,REP,"COLLIER, SCOTT M",H,REP,MD,7.0,N,C,,0.0,0.0,0.0,0.0,House
Scott M. Collier,Male,White,,,No,No,Maryland,Representative,7,Won,,Scott Collier,REP,"COLLIER, SCOTT",H,IND,TX,25.0,C,C,2022-01-11,131095.73,131095.73,0.0,0.0,House
Lorrie A. Sigley,Female,Unknown,,,No,No,Maryland,Representative,7,Lost,,Lorrie Sigley,REP,"SIGLEY, LORRIE A.",H,REP,MD,7.0,N,C,,0.0,0.0,0.0,0.0,House
Gregory Thomas Coll,Male,White,,,No,No,Maryland,Representative,8,Won,,Gregory Coll,REP,"COLL, GREGORY THOMAS",H,REP,MD,8.0,C,C,2020-01-13,16294.27,17756.65,2156.08,5000.0,House
Michael Mihirate Yadeta,Male,Black (Ethiopian),,,No,No,Maryland,Representative,8,Lost,,Michael Yadeta,REP,"YADETA, MICHAEL",H,REP,MD,8.0,N,C,,0.0,0.0,0.0,0.0,House
Mark Brnovich,Male,White (Serbian),,,No,No,Arizona,Senator,,Lost,,Mark Brnovich,REP,"BRNOVICH, MARK MR.",S,REP,AZ,0.0,C,C,2021-06-10,3184414.92,3179169.44,5245.48,460563.2,Senate
Jim Lamon,Male,White,,,No,No,Arizona,Senator,,Lost,,Jim Lamon,REP,"LAMON, JIM MR",S,REP,AZ,0.0,C,C,2021-05-03,19564450.37,19553632.13,10818.24,18457778.98,Senate
Blake Masters,Male,White,,,No,No,Arizona,Senator,,Won,,Blake Masters,REP,"MASTERS, BLAKE",S,REP,AZ,0.0,C,C,2021-07-09,15659648.59,15559518.7,100129.89,823325.88,Senate
"Michael ""Mick"" McGuire",Male,White,,,No,No,Arizona,Senator,,Lost,,Michael Mcguire,REP,"MCGUIRE, MICHAEL MICK",S,REP,AZ,0.0,C,C,2021-05-27,2715996.01,2714375.84,1620.17,1141655.0,Senate
Justin Olson,Male,White,,,No,No,Arizona,Senator,,Lost,,Justin Olson,REP,"OLSON, JUSTIN",S,REP,AZ,0.0,C,C,2021-10-13,323331.44,327694.05,-4362.61,0.0,Senate
Josh Barnett,Male,White,,,No,Yes,Arizona,Representative,1,Lost,,Josh Barnett,REP,"BARNETT, JOSH",H,REP,AZ,1.0,C,C,2019-04-15,60275.85,62912.51,1924.45,0.0,House
Elijah Norton,Male,White,,,No,Yes,Arizona,Representative,1,Lost,,Elijah Norton,REP,"NORTON, ELIJAH",H,REP,AZ,1.0,C,C,2021-07-30,5411314.27,5400811.57,10502.7,4700000.0,House
David Schweikert,Male,White,,,Yes,No,Arizona,Representative,1,Won,,David Schweikert,REP,"SCHWEIKERT, DAVID S.",H,REP,AZ,6.0,C,I,1994-01-13,2018409.26,2025054.46,52936.95,205171.06,House
"Walter ""Walt"" Blackman",Male,Black,,,No,No,Arizona,Representative,2,Lost,,Walter Blackman,REP,"BLACKMAN, WALTER JACK",H,REP,AZ,2.0,C,C,2021-02-27,1163969.62,1151626.08,12343.54,0.0,House
Eli Crane,Male,White,,,No,No,Arizona,Representative,2,Won,,Eli Crane,REP,"CRANE, ELI",H,REP,AZ,2.0,C,C,2021-07-20,3779765.67,3713509.96,66255.71,0.0,House
Mark DeLuzio,Male,White (Italian),,,No,No,Arizona,Representative,2,Lost,,Mark Deluzio,REP,"DELUZIO, MARK",H,REP,AZ,2.0,C,O,2022-01-04,1336959.93,1331651.61,5308.32,1125000.0,House
Steven Krystofiak,Male,White,,,No,No,Arizona,Representative,2,Lost,,Steven Krystofiak,REP,"KRYSTOFIAK, STEVEN",H,REP,AZ,2.0,C,O,2022-01-15,529863.08,516674.0,13189.08,333200.0,House
Andy Yates,Male,White,,,No,No,Arizona,Representative,2,Lost,,Andy Yates,REP,"YATES, ANDY",H,REP,AZ,1.0,C,C,2021-11-24,114706.0,114706.0,0.0,0.0,House
Kelly Cooper,Male,White,,,No,No,Arizona,Representative,4,Won,,Kelly Cooper,REP,"COOPER, KELLY",H,REP,AZ,4.0,C,C,2021-10-20,2342076.93,2283332.74,58744.19,591756.68,House
Jerone Davison,Male,Black,,,No,No,Arizona,Representative,4,Lost,,Jerone Davison,REP,"DAVISON, JERONE",H,REP,AZ,4.0,C,C,2021-08-31,150263.16,150262.88,0.28,0.0,House
Tanya Contreras Wheeless,Female,Latino,,,No,No,Arizona,Representative,4,Lost,,Tanya Wheeless,REP,"WHEELESS, TANYA CONTRERAS",H,REP,AZ,4.0,C,C,2021-08-10,1285979.4,1285879.4,100.0,0.0,House
Andy Biggs,Male,White,,,Yes,No,Arizona,Representative,5,Won,,Andy Biggs,REP,"BIGGS, ANDY MR.",H,REP,AZ,5.0,C,I,2016-02-29,2116014.71,2531589.72,235471.85,0.0,House
Juan Ciscomani,Male,Latino,,,No,No,Arizona,Representative,6,Won,,Juan Ciscomani,REP,"CISCOMANI, JUAN",H,REP,AZ,6.0,C,O,2021-08-03,3398846.75,3344411.15,54435.6,0.0,House
Lucretia Free,Female,Black,,,No,No,Arizona,Representative,6,Lost,,Lucretia Free,REP,"FREE, LUCRETIA",H,REP,AZ,2.0,C,O,2021-10-28,16697.49,16697.49,0.0,14061.09,House
Young Mayberry,Male,White,,,No,No,Arizona,Representative,6,Lost,,Young Mayberry,REP,"MAYBERRY, YOUNG",H,REP,AZ,6.0,C,C,2022-01-19,32099.34,25323.57,-3747.74,0.0,House
Kathleen Winn,Female,White,,,No,No,Arizona,Representative,6,Lost,,Kathleen Winn,REP,"WINN, KATHLEEN",H,REP,AZ,6.0,C,O,2021-08-30,363264.01,346725.4,16538.61,200332.01,House
Luis Pozzolo,Male,Latino (Uruguayan),,,No,No,Arizona,Representative,7,Won,,Luis Pozzolo,REP,"POZZOLO, LUIS B",H,REP,AZ,3.0,C,C,2021-10-14,268102.04,268102.04,0.0,0.0,House
Debbie Lesko,Female,White,,,Yes,No,Arizona,Representative,8,Won,,Debbie Lesko,REP,"LESKO, DEBBIE",H,REP,AZ,8.0,C,I,2017-12-21,1198976.4,884874.66,1002734.67,0.0,House
Sandra E. Dowling,Female,White,,,No,Yes,Arizona,Representative,9,Lost,,Sandra Dowling,REP,"DOWLING, SANDRA E DR",H,REP,AZ,9.0,C,C,2022-03-19,71959.16,71959.16,0.0,0.0,House
Paul Gosar,Male,White,,,Yes,No,Arizona,Representative,9,Won,,Paul Gosar,REP,"GOSAR, PAUL DR.",H,REP,AZ,9.0,C,I,2009-05-04,949145.58,854965.64,107638.78,0.0,House
Randy Kutz,Male,White,,,No,Yes,Arizona,Representative,9,Lost,,Randy Kutz,REP,"KUTZ, RANDY",H,REP,AZ,9.0,C,C,2022-01-10,78885.21,78885.21,0.0,44833.21,House
Adam Morgan,Male,White,,,No,Yes,Arizona,Representative,9,Lost,,Adam Morgan,REP,"MORGAN, ADAM",H,REP,AZ,9.0,C,C,2022-01-14,69649.12,84349.52,0.0,0.0,House
Jerry Moran,Male,White,,,Yes,No,Kansas,Senator,,Won,,Jerry Moran,REP,"MORAN, JERRY",S,REP,KS,0.0,C,I,2008-11-07,5531189.35,4702728.4,3378725.34,70438.16,Senate
Tracey Mann,Male,White,,,Yes,No,Kansas,Representative,1,Won,,Tracey Mann,REP,"MANN, TRACEY ROBERT",H,REP,KS,1.0,C,I,2009-04-02,1237054.19,415700.31,1097551.01,197611.89,House
Jake LaTurner,Male,White,,,Yes,No,Kansas,Representative,2,Won,,Jake Laturner,REP,"LATURNER, JAKE",H,REP,KS,2.0,C,I,2019-09-05,1478931.28,1212024.88,281853.36,0.0,House
Amanda L. Adkins,Female,White,,,No,No,Kansas,Representative,3,Won,,Amanda Adkins,REP,"ADKINS, AMANDA",H,REP,KS,3.0,C,C,2019-08-30,3859633.31,3870336.58,32006.35,0.0,House
John A. McCaughrean,Male,White,,,No,No,Kansas,Representative,3,Lost,,John Mccaughrean,REP,"MCCAUGHREAN, JOHN",H,REP,KS,3.0,C,C,2021-12-17,11373.15,11711.42,10.41,0.0,House
Ron Estes,Male,White,,,Yes,No,Kansas,Representative,4,Won,,Ron Estes,REP,"ESTES, RON",H,REP,KS,4.0,N,I,2017-01-23,1869686.09,1770277.73,943572.79,0.0,House
John Moolenaar,Male,White,,,Yes,No,Michigan,Representative,2,Won,,John Moolenaar,REP,"MOOLENAAR, JOHN MR.",H,REP,MI,2.0,C,I,2014-04-14,2197543.5,2302519.28,506170.81,23860.14,House
Thomas J. Norton,Male,White,,,No,Yes,Michigan,Representative,2,Lost,,Thomas Norton,REP,"NORTON, THOMAS JOHN",H,REP,MI,2.0,C,C,2019-04-26,298068.21,298046.85,535.99,144445.06,House
John Gibbs,Male,Black,,,No,Yes,Michigan,Representative,3,Won,,John Gibbs,REP,"GIBBS, JOHN",H,REP,MI,3.0,C,C,2021-11-03,1686030.12,1684742.38,1287.74,18000.0,House
Peter Meijer,Male,White,,,Yes,No,Michigan,Representative,3,Lost,,Peter Meijer,REP,"MEIJER, PETER MR.",H,REP,MI,3.0,C,I,2019-07-03,3137974.12,3121344.73,104828.26,480000.0,House
Sherry O'Donnell,Female,White,,,No,Yes,Michigan,Representative,5,Lost,,Sherry O'Donnell,REP,"O'DONNELL, SHERRY ANNE DR",H,REP,MI,5.0,C,C,2021-10-01,263849.23,245292.44,18556.79,81505.0,House
Hima Kolanagireddy,Female,Asian (Indian),,,No,No,Michigan,Representative,6,Lost,,Hima Kolanagireddy,REP,"KOLANAGIREDDY, HIMA",H,REP,MI,6.0,C,O,2022-05-06,318189.01,311814.45,6374.56,36882.77,House
Whittney Williams,Female,Asian (Taiwanese),,,No,No,Michigan,Representative,6,Won,,Whittney Williams,REP,"WILLIAMS, WHITTNEY",H,REP,MI,6.0,C,O,2022-02-28,12069.75,11777.41,292.34,0.0,House
Paul Junge,Male,White,,,No,No,Michigan,Representative,8,Won,,Paul Junge,REP,"JUNGE, PAUL",H,REP,MI,8.0,C,C,2019-11-12,3108702.53,3026898.7,92281.22,1376050.0,House
Candice Miller,Female,White,,,No,No,Michigan,Representative,8,Lost,,Candice Miller,REP,"MILLER, CANDICE MS.",H,REP,MI,8.0,N,C,2022-04-20,0.0,0.0,0.0,0.0,House
Matthew Seely,Male,White,,,No,No,Michigan,Representative,8,Lost,,Matthew Seely,REP,"SEELY, MATTHEW",H,REP,MI,8.0,C,C,2022-03-29,594529.34,592268.2,2261.14,178913.64,House
Michelle R.E. Donovan,Female,White,,,No,Yes,Michigan,Representative,9,Lost,,Michelle Donovan,REP,"DONOVAN, MICHELLE R.E.",H,REP,MI,9.0,C,C,2022-01-28,20487.0,7873.08,7613.92,3500.0,House
Lisa McClain,Female,White,,,Yes,No,Michigan,Representative,9,Won,,Lisa Mcclain,REP,"MCCLAIN, LISA",H,REP,MI,10.0,C,I,2019-11-05,1269568.48,401221.06,916503.08,1450000.0,House
John James,Male,Black,,,No,No,Michigan,Representative,10,Won,,John James,REP,"JAMES, JOHN",H,REP,MI,10.0,C,C,2022-02-02,6954183.56,6158678.0,795505.56,0.0,House
Tony Marcinkewciz,Male,White,,,No,No,Michigan,Representative,10,Lost,,Tony Marcinkewciz,REP,"MARCINKEWCIZ, TONY I",H,REP,MI,10.0,C,C,2022-01-18,15367.32,14866.24,501.08,0.0,House
Mark Ambrose,Male,White,,,No,No,Michigan,Representative,11,Won,,Mark Ambrose,REP,"AMBROSE, MARK",H,REP,MI,11.0,C,C,2022-04-22,668345.01,668345.01,0.0,0.0,House
Matthew DenOtter,Male,White,,,No,No,Michigan,Representative,11,Lost,,Matthew Denotter,REP,"DENOTTER, MATTHEW",H,REP,MI,11.0,C,C,2021-09-02,381449.72,381425.71,24.01,216752.65,House
Steven Elliott,Male,White,,,No,No,Michigan,Representative,12,Won,,Steven Elliott,REP,"ELLIOTT, STEVEN",H,REP,MI,12.0,C,C,2022-02-28,265846.32,261564.67,4281.65,10000.0,House
James Hooper,Male,White,,,No,No,Michigan,Representative,12,Lost,,James Hooper,REP,"HOOPER, JAMES D",H,REP,MI,12.0,N,C,2022-04-01,4862.22,2214.75,2647.47,532.86,House
Hassan H. Nehme,Male,Middle Eastern ,,,No,No,Michigan,Representative,12,Lost,,Hassan Nehme,REP,"NEHME, HASSAN H",H,REP,MI,12.0,C,C,2021-12-20,25000.0,19163.89,5836.11,25000.0,House
Martell D. Bivings,Male,Black,,,No,No,Michigan,Representative,13,Won,,Martell Bivings,REP,"BIVINGS, MARTELL DE'ANGELO",H,REP,MI,13.0,C,C,2022-04-19,106131.15,105776.03,355.12,0.0,House
Eric Schmitt,Male,White,,,No,No,Missouri,Senator,,Won,,Eric Schmitt,REP,"SCHMITT, ERIC",S,REP,MO,0.0,C,O,2021-04-01,6566085.82,6436848.26,132137.56,186027.4,Senate
Billy Long,Male,White,,,No,No,Missouri,Senator,,Lost,,Billy Long,REP,"LONG, BILLY",S,REP,MO,0.0,C,O,2021-08-04,2205145.08,2658242.62,22013.14,130000.0,Senate
Eric Greitens,Male,White,,,No,No,Missouri,Senator,,Lost,,Eric Greitens,REP,"GREITENS, ERIC",S,REP,MO,0.0,C,O,2021-03-23,2310820.4,2298040.93,12779.47,116453.04,Senate
Vicky Hartzler,Female,White,,,No,No,Missouri,Senator,,Lost,,Vicky Hartzler,REP,"HARTZLER, VICKY J",S,REP,MO,0.0,C,O,2021-06-11,3813033.25,4456982.28,1482.9,1000.0,Senate
Mark McCloskey,Male,White,,,No,No,Missouri,Senator,,Lost,,Mark Mccloskey,REP,"MCCLOSKEY, MARK T",S,REP,MO,0.0,C,O,2021-05-18,1105913.7,1105913.7,0.0,0.0,Senate
Robert Allen,Male,Unknown,,,No,No,Missouri,Senator,,Lost,,Robert Allen,REP,"ALLEN, ROBERT",S,REP,MO,,N,O,,13917.94,13167.94,375.0,0.0,Senate
Dave Schatz,Male,White,,,No,No,Missouri,Senator,,Lost,,Dave Schatz,REP,"SCHATZ, DAVE",S,REP,MO,0.0,C,O,2021-11-15,2311160.44,2311160.44,0.0,0.0,Senate
Steven Jordan,Male,Unknown,,,No,No,Missouri,Representative,1,Lost,,Steven Jordan,REP,"JORDAN, STEVEN ALEXANDEER",H,REP,MO,1.0,N,C,2022-02-25,0.0,0.0,0.0,0.0,House
Andrew Jones,Male,Black,,,No,No,Missouri,Representative,1,Won,,Andrew Jones,REP,"JONES, ANDREW M JR",H,REP,MO,1.0,C,C,2021-08-06,49116.03,48509.79,606.24,0.0,House
Ann Wagner,Female,White,,,Yes,No,Missouri,Representative,2,Won,,Ann Wagner,REP,"WAGNER, ANN L.",H,REP,MO,2.0,C,I,2011-04-27,4884445.83,3540409.26,1457479.49,0.0,House
Tony Salvatore,Male,White,,,No,Yes,Missouri,Representative,2,Lost,,Tony Salvatore,REP,"SALVATORE, TONY",H,REP,MO,2.0,C,C,2022-03-07,13024.06,13024.06,0.0,0.0,House
Wesley Smith,Male,White,,,No,Yes,Missouri,Representative,2,Lost,,Wesley Smith,REP,"SMITH, WESLEY GILMAN",H,REP,MO,2.0,C,C,2021-03-24,0.0,0.0,0.0,0.0,House
Brandon Wilkinson,Male,White,,,No,Yes,Missouri,Representative,3,Lost,,Brandon Wilkinson,REP,"WILKINSON, BRANDON",H,REP,MO,3.0,C,C,2020-05-04,36943.99,34653.84,2727.74,18918.85,House
Dustin Hill,Male,White,,,No,Yes,Missouri,Representative,3,Lost,,Dustin Hill,REP,"HILL, DUSTIN ANTHONY",H,REP,MO,3.0,C,C,2022-03-16,37160.0,36387.43,960.02,0.0,House
"Jim ""Soupy"" Campbell",Male,White,,,No,No,Missouri,Representative,4,Lost,,Jim Campbell,REP,"CAMPBELL, JIM SOUPY",H,REP,MO,4.0,C,O,2022-02-25,1010014.54,1010014.54,0.0,0.0,House
"William ""Bill"" Irwin",Male,White,,,No,No,Missouri,Representative,4,Lost,,William Irwin,REP,"IRWIN, WILLIAM",H,REP,MO,4.0,C,O,2022-01-01,268958.51,268958.51,0.0,0.0,House
Mark Alford,Male,White,,,No,No,Missouri,Representative,4,Won,,Mark Alford,REP,"ALFORD, MARK",H,REP,MO,4.0,C,O,2021-10-27,1038063.25,981421.09,56642.16,9665.0,House
Kalena Bruce,Female,White,,,No,No,Missouri,Representative,4,Lost,,Kalena Bruce,REP,"BRUCE, KALENA",H,REP,MO,4.0,C,O,2021-08-16,409509.72,409509.72,0.0,0.0,House
Taylor Burks,Male,White,,,No,No,Missouri,Representative,4,Lost,,Taylor Burks,REP,"BURKS, TAYLOR",H,REP,MO,4.0,C,O,2021-07-01,917217.01,916744.99,472.02,76715.68,House
Kyle Stonner LaBrue,Male,White,,,No,No,Missouri,Representative,4,Lost,,Kyle Labrue,REP,"LABRUE, KYLE STONNER",H,REP,MO,4.0,C,O,2021-11-11,18142.5,18207.51,0.0,0.0,House
Jerry W. Barham,Male,White,,,No,No,Missouri,Representative,5,Lost,,Jerry Barham,REP,"BARHAM, JERRY",H,REP,MO,5.0,C,C,2022-06-03,114405.0,113608.89,796.11,114092.0,House
Herschel L. Young,Male,White,,,No,No,Missouri,Representative,5,Lost,,Herschel Young,REP,"YOUNG, HERSCHEL L",H,REP,MO,5.0,N,C,,0.0,0.0,0.0,0.0,House
Jacob Turk,Male,White,,,No,No,Missouri,Representative,5,Won,,Jacob Turk,REP,"TURK, JACOB",H,REP,MO,5.0,C,C,2006-07-10,37587.0,36844.43,742.57,0.0,House
Brandon Kleinmeyer,Male,White,,,No,Yes,Missouri,Representative,6,Lost,,Brandon Kleinmeyer,REP,"KLEINMEYER, BRANDON",H,REP,MO,6.0,N,C,,0.0,0.0,0.0,0.0,House
Dakota Shultz,Male,White,,,No,Yes,Missouri,Representative,6,Lost,,Dakota Shultz,REP,"SHULTZ, DAKOTA",H,REP,MO,6.0,C,C,2021-12-04,12794.43,12269.44,2135.48,0.0,House
John Dady,Male,White,,,No,Yes,Missouri,Representative,6,Lost,,John Dady,REP,"DADY, JOHN",H,REP,MO,6.0,N,C,,0.0,0.0,0.0,0.0,House
Christopher Ryan,Male,White,,,No,Yes,Missouri,Representative,6,Lost,,Christopher Ryan,REP,"RYAN, CHRISTOPHER",H,REP,MO,6.0,N,C,,0.0,0.0,0.0,0.0,House
Jay Wasson,Male,White,,,No,No,Missouri,Representative,7,Lost,,Jay Wasson,REP,"WASSON, JAY",H,REP,MO,7.0,C,O,2021-10-04,1468904.36,1468904.36,0.0,0.0,House
Eric Burlison,Male,White,,,No,No,Missouri,Representative,7,Won,,Eric Burlison,REP,"BURLISON, ERIC",H,REP,MO,7.0,C,O,2021-09-01,1081116.19,899520.91,181595.28,0.0,House
Audrey Richards,Female,White,,,No,No,Missouri,Representative,7,Lost,,Audrey Richards,REP,"RICHARDS, AUDREY",H,REP,MO,7.0,N,O,2020-08-12,0.0,0.0,0.0,0.0,House
Camille Lombardi-Olive,Female,White,,,No,No,Missouri,Representative,7,Lost,,Camille Lombardi-Olive,REP,"LOMBARDI-OLIVE, CAMILLE",H,REP,MO,7.0,N,O,2018-03-27,0.0,0.0,0.0,0.0,House
